name,placeId,taking_students,notes
"Dr. Bev Walpole, Health & Clinical Psychologist",ChIJG8Pm_umbK4gRqa0lTQPa_Vc,,
"Dr. Bonnie T. Seidman, Onward Psychology",ChIJu0M4jv-q0kwReiYqlN4zGm8,,
Dr. Brian Bigelow,ChIJ__-PkYQAL00RTHuCW3lFiXU,,
Dr. Carley Christianson,ChIJq6o64uQloFMRNobD_ndU3Kw,,
Dr. Catharine Lee,ChIJl5iR5V8sO4gRoWivQf883L4,,
Dr. Chris Carreira Ph.D.,ChIJu6j8w70rO4gRVY_2_b2ny9M,,
Dr. Christopher Lane,ChIJCWl_U2v0K4gRLQ1hVPMaUU4,,
Dr. David Rynard,ChIJfXXMxviq0kwRJpGHYrqUR4g,,
"Dr. Deborah Nixon, Psychologist",ChIJiawyuGZGK4gRqi9n5xi4YmI,,
"Dr. Dianna Lanteigne Gibson, C.Psych.",ChIJtVmuAger0kwRG9ZBf_ic8AA,,
"Dr. Dianne Maing, Psychologist",ChIJ6VEUwxGjKogRIr5uaXWWqjo,,
Dr. Duncan Day & Associates,ChIJ8UIiv_iq0kwRx9TC4r90-bo,,
Dr. Elizabeth Orr,ChIJxzaubMKbK4gRlsG2T_lU9DQ,,
Dr. Guy,ChIJm2oHCgLyLogRkrHu5yNx0M4,,
"Dr. Gwen Jenkins, Clinical Psychologist",ChIJZwkfytOiKogRJg8AuyW6ob0,,
Dr. Harpreet K. Chattha - Brampton Psychologist,ChIJ7cKAlpYVK4gRhZU6736WK18,,
"Dr. Ian Shulman, Psychologist",ChIJ919sGqtdK4gR4e26xNBfI5I,,
"Dr. Jacqueline McKinnon, Registered Psychologist",ChIJzVtpjyPvLogRzGBbep-_htQ,,
Dr. Jade Ulmer,ChIJL8owVZuyCVMRD-_cz5Oehx4,,
Dr. James Stuart Rennie,ChIJf_be-wVdK4gRcujvKvw56Vs,,
Dr. Janet Clewes - Registered Psychologist,ChIJS0igri5DK4gRCGS6CWiZldo,,
"Dr. Jeffrey Weatherby, Licensed Psychologist",ChIJz-SrpK80K4gRwMo6eUQ9jjg,,
Dr. Jennie Psychology Group,ChIJq6paXiZUdFMRWE81JRTHBa4,,
Dr. Jennifer Barbera psychologist,ChIJZYwPP2abLIgRtWKCpxOmkns,,
Dr. Joan M. C. Hillson,ChIJ49ox5WtfcVMRsEmf_otaczE,,
Dr. Jodie Waisberg,ChIJCwcIXJ-r0kwRObx91ICQ1CA,,
"Dr. Jorin Lukings, Family Physician & Psychotherapist",ChIJE2t8crNR04kRQKt6N9LarvI,,
"Dr. Julie Cinamon, C.Psych. - Maple Psychologists",ChIJPShSxXQvK4gRBNUEunTsMKI,,
"Dr. Julie Lapalme, PhD",ChIJsSa2Vpqr0kwR6Gphc393lrw,,
Dr. Karen Ghelani,ChIJW6c6OvjU1IkRBOiY4zUduQI,,
Dr. Katherine Spere,ChIJAz7c8qP1K4gRpYBVxeaasws,,
Dr. Ken Marek,ChIJs2MNZOC8KogR_U-lbzOclf8,,
"Dr. Kris Pryke, Psychologist",ChIJg2HPhGv0K4gRY661JEgaymE,,
Dr. Laidlaw & Associates,ChIJvc7u5ySeLIgRM1MzPwuuwUQ,,
Dr. Laura Thomson Psychologist,ChIJF34PruJhK4gRqlvwTTV4am8,,
"Dr. Laurel Johnson, Psychologist",ChIJq2tJOvjU1IkRspy48UzOHi4,,
Dr. Liliana Tomescu (Tarba) - Introspect Psychology,ChIJ2_EaXoI0K4gRHzuvFd0eitE,,
"Dr. Lina Guzzo, Clinical Psychologist and Associates",ChIJ5cKC3-aqL00RhCtJ7NLxaqI,,
Dr. Linda Johnston & Associates,ChIJJZf9wc9hK4gRJ58oPu0p-T0,,
Dr. Lisa Bourque & Associates,ChIJYZvp1G-bLIgRDSjX-O_5qE8,,
Dr. Lisa Bradford & Associates,ChIJXfPmb3I1K4gRljBDRCn477w,,
"Dr. Lisa Sicoli, C.Psych.",ChIJafg7ssGaK4gRKwaPQQL1GOE,,
Dr. Lisa Weaver,ChIJORP2l3WbK4gR58REBkDZVvo,,
Dr. Lize Jalbert Psychological Services,ChIJKzcDjmmrL00R6fNiFcA9XDY,,
Dr. Lyndsay Evraire Psychological Services,ChIJ16uazYYHzkwRD6R6cPpGQg0,,
"Dr. M. Azam Khan, MD",ChIJt1TPdCstO4gRLGW1_CRrD8E,,
"Dr. Mandeep Chouhan, Psychologist",ChIJx9NtGkM9K4gRxiylxU7W1O4,,
Dr. Marc Carrière Psychologist,ChIJa2_-c60FzkwRcOIEhRzNzKo,,
Dr. Marilyn S. Miller,ChIJh3tikDczK4gRiyqEcFI5UJQ,,
"Dr. Mary Pudmoreff, Registered Psychologist",ChIJeyqg-rIXoFMRWxmLVeI_hXI,,
"Dr. Melanie Vicino, ND - Naturopathic Doctor Fort McMurray",ChIJz4DqrpoPsFMRupP1axxtepI,,
Dr. Michael D. Blacha & Associates,ChIJN7NoQMY_K4gRk2GAufD2G_c,,
"Dr. Michel A.S. Larivière, C.Psych. and Associates",ChIJByhkCctULk0RPiGK2CsQciU,,
Dr. Michelle Vandegriend,ChIJVat94eQloFMRgCy-8-3xZdM,,
"Dr. Monik Kalia, C. Psych.",ChIJEVqoxzBHK4gR6PgckuCkbTM,,
Dr. Nancy Hurst,ChIJW_y18jAioFMR_e3opqLd-C4,,
Dr. Nathan J. Cooper and Associates,ChIJc1jPweudLIgRq8Vom8U82Wg,,
Dr. Noble & Associates,ChIJSwOhZlrX1IkRE6cmiXl3Wk4,,
"Dr. Patricia Doris, Psychologist",ChIJXzuME-fxLogRV6BkpY6ouhE,,
Dr. Patrick Keelan,ChIJl5mmGoNAcVMRY-RtSjLf7VI,,
Dr. Paul Valliant & Associates,ChIJl_WgyuGqL00ReWo2LqYGsb8,,
Dr. Petra Gyles,ChIJmaqqWdaiKogRFp_ZM73ZZf4,,
Dr. R. Jay Stewart,ChIJvxkgTs8SCUER-xnY_BXMy0Y,,
Dr. Robert T. Muller - Trauma Psychotherapy in Toronto,ChIJoQ4v4UzL1IkRDsysbiq5x5M,,
Dr. Rochelle Cole & Associates,ChIJNf7nRQxfK4gR43XAkqGTpjI,,
Dr. Ross Plews,ChIJAQCw4ZCyCVMRCnAjPYikxbc,,
"Dr. Scapinello & Associates, Registered Psychologists",ChIJNUD4U9thK4gRuKL3_g-kMY0,,
"Dr. Season Tompkins, Psychologist",ChIJSQq-6xv0K4gRWV9mCypCIwM,,
Dr. Sharma Psychological Services,ChIJ32z4-5ZHK4gRjcwWUH_LrA4,,
Dr. Shelley Gorman,ChIJNeOpwjBHK4gRQebVbovgams,,
"Dr. Stephanie Bernardon, Clinical Psychologist",ChIJ-Z8peF8sO4gRJDJaiZZMPEI,,
"Dr. Susanna Reimer, psychologist",ChIJN2pD5mz0K4gRF7RsEIf1jyk,,
Dr. Terence Semple,ChIJtYNN4a1R04kRbNj-q71Bw88,,
Dr. William Ross,ChIJacgCw1osO4gRQAkBr75Bhyk,,
Drew Morrison Counselling and Consulting,ChIJ4a5cS5PtLogR1H8sZ0oScts,,
Drice Psychotherapy - Ottawa ADHD Therapist,ChIJj_7JGSEHzkwRPRK2zSLcfu4,,
Driftwood Balance - Massage & Wellness,ChIJeb2B-fiHblMRchoNaBuhACk,,
Drop of Dew Counselling,ChIJJ2RPPaMdoFMRMsZ4TIqmS_E,,
Drop-in Single Session Counselling,ChIJbVOrfjgioFMRRucuMuXleh8,,
DRS Physio & Wellness,ChIJpV1PzHw9K4gRZJYY3L3KBXc,,
Dual Diagnosis Consultation Outreach Team Kingston,ChIJ8eGSvJir0kwR9g1-iU4t2jw,,
Duggan Wellness Centre,ChIJwXcdfjG6ClMRFt3BoxYlXZc,,
Durham Community Health Centre,ChIJDTIYnUkd1YkR__KWkNi4PSE,,
Durham Couples' Clinic,ChIJq6paNxIe1YkRg7zSaS6I9ns,,
Durham Family Counselling,ChIJIw8_Y0Ed1YkRuhPlFye_6RA,,
Durham Personal Counselling Services,ChIJiSmq4Wwe1YkRDuGS0mld5vg,,
Durham Psychology Wellness Centre,ChIJgzCrAMsf1YkRvesO7BgQTBU,,
Durham Psychotherapy,ChIJnyaaOppHQYkRyyvGa8gCxTE,,
Durham Psychotherapy Services,ChIJixazztID1YkR7aEafXlt8Hg,,
Durham Region Centre for Cognitive Health,ChIJC6Gl5aQb1YkRUMK9n-TyfEU,,
Dynamic Balance Physiotherapy & Sports Injuries Centre,ChIJAfi0KiAd1YkRX6zilPl9108,,
Dynamic Healing,ChIJpVxSmyezCVMRB2HodHp8krs,,
Dynamic Minds Therapy,ChIJL-2zpYq9KogRPes7m5tFdks,,
Dynamic Physiotherapy,ChIJ-4Z9JimYcVMRXIZAeYSIoo4,,
Dynamic Physiotherapy and Wellness,ChIJr9nBt_GOn1MRnR9LB3isxO8,,
Dynamic Psychological,ChIJAQDw6XT5n1MR2HFxn_3lci0,,
Dynamic Psychotherapy & Psychology Centre,ChIJSbbGZm-t0kwRczya0y0YRNM,,
Dynamic Therapy and Rehabilitation Centre,ChIJW7mclGVVLk0RfZKPvu4yzbM,,
D​ream Wellness Psych,ChIJ__-v5wLyLogRT561CbgxCBk,,
D​ream Wellness Psych.,ChIJHzx8yIv1K4gRsLlAJCGn8OE,,
E & A massage is EA Advanced Clinical Massage Therapy Ltd,ChIJbWMFCoz5n1MRM6rZbfohAFg,,
E Ruth Cummins PhD,ChIJt7dqYMsjWU0RC5Fzs0jm4gg,,
E Sky Psychological,ChIJWxojl86Pn1MRKnaf7okPzWw,,
E&W Alina Massage,ChIJBUTze5wJsFMRyxkVsF2aCnQ,,
East Lake Centre,ChIJbfWCSpFdK4gRVyxISOwbjc8,,
East Psychotherapy,ChIJy9znOoip0kwR3kQHTMZLyWw,,
East Region Mental Health Services,ChIJNxnGtfmYLIgRg_x9srPLEnw,,
Eastgate Physiotherapy Clinic Sherwood Park,ChIJDSJAlpYXoFMRg-Fpe_0jfjk,,
Eastwood Psychologists,ChIJUWALX6w1K4gRQQVmTzb5FaE,,
Eastwood Psychologists,ChIJOxcgwZcVK4gRwABUcT8nIB8,,
Eat Sleep and Grow Inc.,ChIJq6rqG0uRkFMRwvbr_qPY_us,,
Echelon Wellness Kingston,ChIJnUUygBat0kwRknq0qED28Qo,,
ECSS Psychological Services,ChIJrb9Mcy-jY0ER-dQT_zjHu50,,
Edcommodate,ChIJAZSah4tR04kRymA_v08Knk8,,
Eden Health & Wellness Inc.,ChIJf-NDjgQloFMRKMjQYkWvIsE,,
Edenbridge Family Services Inc,ChIJU2sYurWHblMRcSU_s5a4_gg,,
Edgar Psychological,ChIJt1sOPisioFMR3uuxXk8Bqzo,,
Edge of Empathy Psychotherapy,ChIJ49hGYuj1K4gRHfBSEPFheRM,,
Edmonton Addiction Family Counselling Services Inc.,ChIJK3t_njgjoFMRgZuphnAF9R4,,
Edmonton Counselling Services,ChIJ_4ML6CEjoFMRozP6eOPfdoo,,
Edmonton Psychological Group,ChIJg0EFgjsioFMRwlBpTIW5Oms,,
Edmonton Therapy Services,ChIJKwY9NDhvcVMRQjh3qjTjIgg,,
Edwards & Holloway Health & Wellness,ChIJnQuGygdVdFMRkufN9E0d9R8,,
Effective Solutions Counselling & Consulting Inc.,ChIJs5GboWtfcVMRC5s_sRCv_ic,,
eFIT Institute | Whole Human Therapy | Hamilton,ChIJYeopNL-ZLIgR-n8lWR_ScaU,,
EI Therapy,ChIJQzHFVwRFK4gRI6Ar3hSI9Vo,,
Element Counselling Services,ChIJfWTx6CUWoFMRJsjimJ8HCEw,,
Elemental Essence Therapy,ChIJHSq88j-zCVMRSJnFzvzs_9c,,
Elements Health,ChIJFwDwJ6uPn1MR4iYRFMBm6wM,,
Elements Physiotherapy and Rehabilitation,ChIJx1qeHtYd1YkRlK63Om_SRwU,,
Elevate Therapy,ChIJ2WPxGxUfWU0RGf1JqiCEsFY,,
Elevated Therapy Clinic,ChIJu7tn9MmHblMRPcxy50Kv9c4,,
Elevated Wellness Rmt,ChIJL7v-ywqzCVMR6MOXhsNZ3Fk,,
Elevation Wellness,ChIJKemd462HblMR2bi7naG5dtA,,
Elim Counselling Services,ChIJk8kwaZURzkwRqG-v1uRsygU,,
Elite Counselling Beyond 心灵健康会所,ChIJCSXhc44rK4gRs_GR87LvCBQ,,
Elite Sports Rehab,ChIJy4DyinAVK4gRvTU53LZwdn8,,
Elite Wellness Medical Centre,ChIJfQaQiEyrL00RTlLyFHRCH5M,,
Elizabeth wellness massage,ChIJteSxZKz5n1MRe2kqf9ye1b0,,
Ellen Morrison Counselling,ChIJR7uYQPgp1YkRmdZPOyqzpnE,,
Ellen Star Couples Counselling & Therapy,ChIJk7pDKD0zK4gRSMeEx7cU0xc,,
Elleten Recovery,ChIJrwUdzKlBcVMRxCdmqr-JQjQ,,
Ellis Nicolson & Associates Inc,ChIJ0zVdxjBHK4gRmizMaOKmp6g,,
Elm Psychology Oakville,ChIJOx8mTABDK4gRthmzpnCYytM,,
Elysium Psychotherapy,ChIJb0SIejjX1IkRPkI6EAvVKls,,
Emanuel Counselling and Psychotherapy: Psychotherapy for Men,ChIJJ1mvRQNfzgIRTQRWu6FVxWk,,
"Embodied Resilience Wellness Clinic - Neurodivergence, Complex Trauma, BIPOC, Massage & Kids Therapist",ChIJu66_u1ntLogR-h_5ZzBbJag,,
Embody Counselling & Coaching Inc.,ChIJgSKvtyBUdFMRkR7mixiD5cU,,
Embrace Psychological Services Inc.,ChIJkSY6dR1fcVMRmpq0r2Yg7K4,,
Embrace Psychotherapy,ChIJMeT25FGbK4gRC_hDRhmrZpM,,
"Embrace Wellness - Pelvic Floor Health, Physiotherapy & Chiropractic",ChIJmyuFqZxfcVMR3UweMEHnMIo,,
Embrace You Wellness,ChIJ-7fJWIMJsFMR1H7hNeBTQF0,,
EMDR & Couples Therapy - Local Psychotherapy,ChIJD4xymADL1IkR0WDF1ncg5rs,,
EMDR & Couples Therapy - Rafati Counselling Services,ChIJbTIhCbkvK4gRuDrP2z_Z-qY,,
EMDR Kitchener Waterloo Psychotherapy,ChIJh3Ihku30K4gRR4dFIvkfsFk,,
EMDR Kitchener Waterloo Psychotherapy,ChIJw9jOxXr3K4gRn-X3x_Ggx60,,
"EMDR Therapy Toronto - Ayan Mukherjee - Anxiety, PTSD, Childhood Trauma",ChIJrflxSTszK4gRdyQvr7IAKJg,,
EMDR Wellness Centre,ChIJp5VTBBshWU0RlXXJH5gckdw,,
"EMDR, DBR & Couples Therapy | Your Haven Psychotherapy",ChIJIb9esLXL1IkROueOoNxbiec,,
Emerald Hills Pelvic Floor Physio & Sport Clinic Sherwood Park,ChIJO0hKtOQ9oFMRdX5beeUJ6QM,,
Emerge Psychology Inc.,ChIJFxYt_fUnoFMR8tQ1-9_n8uQ,,
Emerging Dawn Psychotherapy,ChIJtx0qC30FzkwR5v2z4vmCQkA,,
Emily Murphy Counselling Services,ChIJ1SVgQTWs0kwRnwL_cPiP0kg,,
Eminence Wellness Massage & Reflexology,ChIJdSnFsx75n1MRPRwbeiRc1yA,,
Emma Bulman Counselling,ChIJyxTo2Dh3cVMRTIuB-LUoR58,,
Emmaus Counselling Services,ChIJI98yZs7X1IkR6HTxWJ_qKhE,,
Emmaus Psychology,ChIJy70NaHB3cVMRIHcyiEg9GRM,,
Emmerling Psychology,ChIJKVe5eDsioFMRHuQjHgRlmDY,,
Emotional Healing Coaching,ChIJH7gM-M4jWU0R8LRs1vcRskw,,
Emotions Therapy Calgary,ChIJ3zWehw5jmwoRzOKo9lgjESs,,
Empire Psychotherapy,ChIJdZ7XX3ikLIgRyGbZ_20sbvQ,,
Empower Counselling Services,ChIJ0VOZaCCbLIgRRK5KRu_PVZM,,
Empowered Healing Psychotherapy and Hypnotherapy,ChIJD9XcNmtR04kRZ-gmdNcm0T8,,
Empowered Life Counselling,ChIJM0Jf25xxcVMR0r8A7NeZhVc,,
Empowered Solutions,ChIJjS3zq-0FsFMR5w9KKzL27GU,,
Empowerment Haven Counselling,ChIJxwj5_FvxLogRPhYzSR22-oE,,
Encompass Health & Wellness,ChIJB44UQ4r1K4gRoef_Zuw2i5w,,
Endeavor Mental Health,ChIJZQogoOEXoFMRsjDI5V96N6M,,
Energetic Shifts,ChIJc5WNXS-Pn1MRQ1kp9ohC4O8,,
Energy Heals with Samantha Ross,ChIJeT1x_tAXoFMRUxjRTwA4eeg,,
Energy Tap Counselling and Consultation Service,ChIJzeIHTyebLIgRtBGBeLw2-Kw,,
Enlighten Counselling Services,ChIJq3o9fuIsO4gRkOAqKegsdKo,,
Ensemble Counselling and Counsulting Services,ChIJdROqx8Sr0kwRaprlayRj9fU,,
Enso Counselling,ChIJkZLDYZifLIgRzn3Amg7pZsA,,
Enterphase Child & Family Services,ChIJm9r3ltwc1YkRBZ_kmgYMstA,,
Envision Medical Spa,ChIJJ5ukA3X5n1MRKDUvQ0RNYjU,,
Envision Mind Care,ChIJ76yRMnP1n1MROEw3e7AlKWY,,
Envision Occupational Therapy,ChIJVRgMNm9fcVMRpWPHbis0KdI,,
Envision Wellbeing - Psychological Services,ChIJM31lFMyHblMRgGU_Oe8HriY,,
EPS Family Health,ChIJlRmawSIlK4gRMjvWmehjw9k,,
Equilibrium Care Collective,ChIJ-_0igOJweQMREeAZQtaWv3E,,
Erica Ford Psychology,ChIJc09CVutBcVMRzdZNifS7pa8,,
Erika Botha Marriage Counselling,ChIJ3RHRxybtLogRiuEW-kianVo,,
Erika Botha Marriage Counselling Oakville,ChIJb6tslMhnK4gRhIHJaifw7KY,,
Erika Kennedy ~ Psychological Services,ChIJadedcAD5n1MRyypBGIp67bk,,
Erika Reid Psychotherapy & Art Therapy,ChIJjzPvQR8tO4gRWeZwqom6e7w,,
Erin Ridge Family Health Centre - Health & Beauty,ChIJM3QSJRQvoFMRnRNdq2rnnNs,,
Erin Ridge Physio,ChIJJWrSOQsvoFMRd2ERu02bHw4,,
Erin Thompson Psychotherapy,ChIJ2culu3St0kwRDllwRnWDpDU,,
"Eros Therapeutic Services, Inc.",ChIJATFZFOZVdFMRbVpWPs1BiFY,,
Eryn Azzopardi Psychotherapy,ChIJsZbK3p8tO4gRmZjJd90MUqo,,
Espanola Mental Health Centre,ChIJ6fZb94sgLk0Rmz0KnFvFQfg,,
Esposti J,ChIJFaDhFs4jWU0RUDJbkRuqXXk,,
Essence Psychological Services Inc.,ChIJDR4nA3hVdFMRdERR5O8nrL8,,
Essex Act Teams,ChIJsSuKx-IsO4gRhpm43KEtdpY,,
"Esther Mensah Counselling & Psychotherapy - London, Ontario",ChIJiYilA33zLogR8P1BxKri6js,,
ETC Anger Management Counselling Calgary,ChIJ68P89CVxcVMRvBgQ4HEoLaw,,
Ethos Psychotherapy and Assessment Centre,ChIJE7bLG4_UaasRENTA-eay2AI,,
Eudaimonia Wellness,ChIJAQBQBjBUdFMROPLkzLFay8s,,
Eugenio Counselling Services,ChIJ2bXcaJSaK4gRL0nvr3_HhC4,,
Evans Family Counselling & Psychotherapy,ChIJ5XvOKhiFLIgRMwejuH4xrDc,,
"Eve Tesluk, Registered Psychotherapist",ChIJXY7hH8KaK4gRbYeJehVsORw,,
Ever Therapy,ChIJTzucqpFxcVMRtTIKNHbazPg,,
Evera Psychotherapy Guelph,ChIJs6ioQ6WbK4gRfbifRsfCOVs,,
Evergreen Counselling Centre,ChIJowg2W7oD1YkRowUR4ztrFrw,,
Evergreen Counselling Collective,ChIJW_wHjcYd1YkR0jVxBJ-NKcs,,
Evergreen Therapeutics,ChIJ5Vj9Je6-8g4R_J8EnLjF2Z0,,
Evergreen Therapy Windsor-Essex,ChIJAQDssJAsO4gRDD_NRmanJOg,,
Evergreen Wellness Studio,ChIJR5TJUjCjKogReJgbXmNyP1g,,
Everpath Therapy,ChIJfwtnCg5hK4gR-F7H6CTcARM,,
Everwell Counselling,ChIJq48xUXmbLIgRsTF1nOnxKxs,,
Everworth Counselling Services,ChIJHdKFDh82HkMR0STnrdqRcos,,
EveryMind Mental Health Services,ChIJay1uP7M_K4gRt4qyu26boR0,,
Evolution Counselling Services,ChIJi4OLlS69KogR8smZ6mzs9ag,,
Evolution Physiotherapy Okotoks,ChIJ7wTV-wWZcVMRX7KnTMAqRNk,,
Evolution Psychology,ChIJdQRSBCsWoFMRwrkoGd8aWeA,,
Evolution Psychology,ChIJN4sjrFMnoFMRSuKjxAG5FZI,,
Evolution Psychotherapy,ChIJ5XV_iB_T1IkRsyDUYDfjVrs,,
Evolution Psychotherapy Mississauga,ChIJvQF4RqZrK4gRVtS8gm6tZdI,,
Evolve Counselling & Psychological Services,ChIJteeOaC-RkFMRo61wBKZrRIA,,
Evolve Physical Therapy,ChIJAQDQ9e2On1MRgx_N_NtpWSY,,
Evolve Psychology,ChIJ43AgmSxucVMRFEfBDJ_IkNs,,
Evolve Psychotherapy,ChIJs3AXR5UFzkwRt9J421yR5TY,,
evolve Psychotherapy and Consulting Group Inc.,ChIJBwBA6f_xLogR6hXhYQjBPjw,,
Evolve Therapy & Counselling,ChIJI_qceyCr0kwRFXFGJ2H74Oo,,
Excel Physical Therapy Ltd,ChIJLdHjdVEsE1MR45KqUfo4PbM,,
Excel Psychological Services,ChIJS9vaAP1vcVMRh7GZxqLOCvw,,
Excelsior Physiotherapy,ChIJuRtaJNEXoFMR8miDAo0nztk,,
Exhale Psychology Group,ChIJ1eegPq13cVMRcG8Q6ydvHOM,,
Exhale Therapy,ChIJFzRkpLz1K4gRmXjyUM3oQ2k,,
Exploring Minds ABA Therapy Center for Children with Autism,ChIJ5XW7kMgVK4gR9edaH_1_0Eg,,
Expressive Sandplay Counselling,ChIJO6dX-MWRkFMRWLvPWLyyBYw,,
Expressive-heart (Creative Counselling & Psychotherapy),ChIJQ0hTqs5dK4gRLbi0Llyq_5w,,
Extend-A-Family,ChIJ9RKS3q2r0kwRmD4EhP80QTw,,
Fairway Divorce Solutions - Airdrie,ChIJSyw-pg1fcVMRhCoz40JcXk0,,
Fairway Divorce Solutions - Okotoks,ChIJBdn1RPR3cVMRKXBfVzTIv70,,
Fairway Physiotherapy Clinic,ChIJ05TkL8ohWU0RstRAiYarPOQ,,
Family & Children's Services of the Waterloo Region,ChIJ22KjByP1K4gRAtFum3o5sfE,,
Family and Community Services Strathcona County,ChIJfYWCF7YXoFMRLH79lLQMV9U,,
Family Centre Downtown,ChIJ5Whk-tGHblMRpE7pk_E5TyA,,
Family Centre North,ChIJiyewXLiHblMRrp2xn3XQnRc,,
Family Centre West,ChIJw4lKDgOJblMRo8fcRLuk-9g,,
Family Christian Centre,ChIJ3wpyQlUIsFMR5DFRpHtYkIo,,
Family Counselling Centre Niagara,ChIJfb2U6nZR04kRBbux4vy9nAo,,
Family Counselling Centres - Beaumont,ChIJz_zfUdUcoFMRn8Rsq66_fpI,,
Family Counselling Centres - Edmonton,ChIJOZpeMi0foFMRijsRq2h3epg,,
Family Counselling Centres - Leduc,ChIJwduHz6b5n1MRHfRmJRpljP8,,
Family Education Society,ChIJZ6PxL0yRkFMRdBttpZhCOjY,,
Family First Chiropractic & Wellness,ChIJHTeWhXdWdFMRvtDbu_vdHIA,,
Family First Counselling,ChIJ213WlFq9KogRmiXtHWqxunU,,
Family First Play Therapy Centre,ChIJ4foc5IPFKogRzM9U7GLjRes,,
Family First Play Therapy Centre,ChIJ1fSMepmfLIgRlUz-RdqL7IU,,
Family Flourish Therapy,ChIJNZVScffL1IkR4m_GVtI5IKI,,
Family Focused Rehabilitation & Wellness,ChIJrUiM3htDK4gRQVv2q41jxlI,,
Family Footcare & Reflexology,ChIJKTLOdn2Rn1MR5NLd4owdk-g,,
Family Inspired Psychological Services,ChIJcaRNNCRUdFMR_uEaeZ0ius0,,
"Family Integration Services, Canada",ChIJq6q2VAoWK4gRc3Dvkd2ITJI,,
Family Kinnections,ChIJl1q8lwwFzkwREbvWkjPPF-c,,
Family Life Massage,ChIJfwTlpiKPn1MR1NBCoot-Zqk,,
Family Life Psychology,ChIJs6y78O2On1MRvKaIoZMSY8I,,
Family Life Psychology & Wellness,ChIJDQ4bEYSPn1MR-OBnHQabkiQ,,
Family Matters Centre Inc.,ChIJq6oadAlhK4gRauOjhmVK7qo,,
Family Matters Counselling & Assessment,ChIJ__FdmShR04kRIPc70DxX6Gc,,
FAMILY MATTERS Interventions,ChIJAQBwe6stE1MR9N9__bkKOvI,,
Family Matters Plus | Psychotherapy & Counselling,ChIJve1QvDO9KogRDS-ajxPZTWM,,
Family Physiotherapy & Sports Rehab Centre,ChIJuT6BKp31K4gR9LkTLKahckE,,
Family Physiotherapy - Markham,ChIJU8KyB1rT1IkRbF8Qq0mtVgg,,
Family Physiotherapy Centre of London,ChIJq6rq9DfyLogRZAqqkRAT9No,,
Family Psychology Centre,ChIJwSupO58zK4gRWpcqkO8nYvM,,
Family Service Thames Valley,ChIJgbpRcebxLogR7gn-xIyqrgI,,
Family Service Toronto,ChIJVfdr5ErL1IkRMdBvx25WGlI,,
Family Services Durham,ChIJcd_L3GIe1YkR27UlK8v0a5E,,
Family Services Of Central Alberta,ChIJS9T6TzBUdFMR4fqim7OkrW4,,
Family Services of Peel,ChIJG-jQOilHK4gRaAWAmpAacjY,,
Family Services of York Region,ChIJG0ZmvIwqK4gR2KByuWyDWXI,,
Family Services Ottawa,ChIJobvvBT4EzkwRCOZ13NfYNDc,,
Family Services Windsor-Essex,ChIJy8qVGoosO4gRTsH59w3w0F4,,
Family Services | The Church of Jesus Christ of Latter-day Saints,ChIJq5j9JWGGblMRXMXhwHeQ1M8,,
Family Solutions Group,ChIJDdUko8gfoFMRyJHxhxOEHEc,,
Family Therapeutic Wellness Inc.,ChIJG75BLRwtK4gRlL8qdDv2Qo4,,
Family Therapy Toronto,ChIJr8m84ow0K4gRgNIYE6iaPAs,,
Family Ties (1997) Association,ChIJdRhej8eHblMR49C0ZiMKm8w,,
Family TLC,ChIJGROthi6jKogRT93nXPBw3Aw,,
Family TLC,ChIJ9SmnrQ-pKk0RheSuZwMYsFs,,
Family TLC,ChIJZ-BSmu7TKogR4utBSUv68iw,,
Family-School Wellness Program,ChIJ--fxSaFWdFMRo0sxMyDnces,,
Family-Therapy™,ChIJM9PKJPj_0UwRzbXjDsKPc68,,
Fancy Therapy Services,ChIJiaFnKfyJK4gRIWnKuszo0NE,,
Fanti & Associates Physiotherapists,ChIJ1ykgc4chWU0Rw5uqVPUvSec,,
Farah Family Solutions,ChIJAQBQYtcwK4gRcfjnknzfdvk,,
Farmer & Associates Sudbury Therapists,ChIJRQL6gjKnL00Ra88dU3qWSug,,
Faro Counselling - Oakville Psychotherapist,ChIJaaKgVVpdK4gRkAmQcqiVNVE,,
Farzaneh Yazdani (PhD. MA. RP.) Heal To Thrive Psychotherapy And Counseling Center,ChIJe7yGxoEpK4gRlrj7J5oXrS4,,
Fatma Adam Counselling Services,ChIJgVccChk_K4gR-gRlzwFvP8I,,
Faye Peterson House,ChIJq6r69zQiWU0RYX4GaU-GMNc,,
Feel and Flow Therapy,ChIJHcvU8G81K4gRyUnHwSvpFXw,,
Feel Your Way Therapy,ChIJpfj073Q1K4gRSf_xtG_1gMI,,
Fellows John,ChIJEeQ9tYcsO4gRq0P1FXhNBFQ,,
Felt Feelings Counselling,ChIJbbRJm2v0K4gRgyJuzHLI-vY,,
Felt Sense Psychotherapy,ChIJN5ITcfD_zUwRZlDAPQXZzD0,,
Fen Psychotherapy & Counselling,ChIJqfx2K-vR1IkRnZYZ0YY-zXE,,
Field Trip Health | Hamilton | Ketamine Therapy,ChIJn0jLblybLIgRD4FVvWx9Gg8,,
Field Trip Health | Kitchener Waterloo | Ketamine Therapy,ChIJG0L1bPDzK4gRVzMcEXQOKUc,,
Field Trip Health | Ottawa | Ketamine Therapy,ChIJcbMrUvEFzkwRyylv7elr8Qc,,
